scorer,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000,DLC_resnet50_BilliardSep21shuffle1_20000
bodyparts,white,white,white,purple,purple,purple,red,red,red,start_tip,start_tip,start_tip,end_tip,end_tip,end_tip
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
23,144.0791778564453,226.9052276611328,0.9999980330467224,216.5992889404297,229.09530639648438,0.9999678134918213,497.8593444824219,157.68312072753906,0.9999837875366211,536.3102416992188,288.3421936035156,0.9981591701507568,591.8637084960938,283.2119445800781,0.9998674392700195
24,144.01165771484375,226.9615478515625,0.9999983310699463,217.0329132080078,229.02108764648438,0.9999732971191406,497.8456115722656,157.65267944335938,0.9999840259552002,536.4736328125,288.4026794433594,0.9982935786247253,591.8574829101562,283.2404479980469,0.999866247177124
25,144.18408203125,226.9501953125,0.9999977350234985,216.62570190429688,229.14305114746094,0.9999663829803467,497.73797607421875,157.5684356689453,0.9999819993972778,536.4279174804688,288.4521179199219,0.9983803033828735,591.8001708984375,283.17974853515625,0.9998806715011597
26,144.0674285888672,226.89447021484375,0.9999977946281433,216.76651000976562,229.29335021972656,0.999970555305481,497.846923828125,157.7085418701172,0.9999842047691345,536.5798950195312,288.5087585449219,0.997974157333374,591.9473876953125,283.1849670410156,0.9998552799224854
27,144.0437469482422,226.92001342773438,0.9999983906745911,217.04202270507812,229.1608428955078,0.999975323677063,497.85894775390625,157.56959533691406,0.9999828934669495,536.757080078125,288.4557800292969,0.9980610609054565,591.9169311523438,283.2811584472656,0.9998754262924194
28,144.0749969482422,226.8732147216797,0.9999977350234985,217.0806884765625,229.19436645507812,0.9999707937240601,497.65008544921875,157.39585876464844,0.999984860420227,536.2156372070312,288.5555419921875,0.998450756072998,591.7366943359375,283.17681884765625,0.9998841285705566
29,143.97584533691406,226.8480224609375,0.999998152256012,216.87884521484375,229.10897827148438,0.9999665021896362,497.5735778808594,157.50881958007812,0.9999843835830688,536.8323364257812,288.4956970214844,0.9978007078170776,591.8787231445312,283.2883605957031,0.9998507499694824
30,143.99375915527344,226.81906127929688,0.9999983310699463,217.29920959472656,229.11587524414062,0.9999765157699585,497.767822265625,157.64329528808594,0.9999848008155823,536.4675903320312,288.5035705566406,0.9983965158462524,591.9126586914062,283.2341003417969,0.9998724460601807
31,143.99142456054688,226.8465118408203,0.9999979138374329,216.77291870117188,229.1160888671875,0.9999669790267944,497.5924377441406,157.6177978515625,0.9999840259552002,536.1749267578125,288.6567077636719,0.9984269142150879,591.697509765625,283.327880859375,0.9998852014541626
32,143.72787475585938,226.9596405029297,0.9999980926513672,217.19107055664062,228.58607482910156,0.9999793767929077,497.69451904296875,157.66099548339844,0.9999858140945435,535.8585815429688,289.2809143066406,0.9988239407539368,591.8862915039062,283.5103454589844,0.999879777431488
33,143.56985473632812,226.88336181640625,0.999998152256012,216.71556091308594,228.2263641357422,0.9999854564666748,498.1203918457031,157.43661499023438,0.9999809861183167,535.587890625,289.38592529296875,0.998822033405304,591.7477416992188,283.5201110839844,0.9998975396156311
34,143.72830200195312,226.85780334472656,0.9999977946281433,216.8420867919922,228.5867919921875,0.9999748468399048,497.8943176269531,157.47415161132812,0.999984622001648,535.5220336914062,289.4713439941406,0.9988241791725159,591.7300415039062,283.4631652832031,0.9999046921730042
35,143.62181091308594,226.8710174560547,0.9999979734420776,216.8912353515625,228.44004821777344,0.9999818801879883,497.849853515625,157.59109497070312,0.9999845027923584,536.1373901367188,289.505126953125,0.9986974000930786,591.8081665039062,283.5661315917969,0.9998886585235596
36,143.64280700683594,226.8125,0.9999982118606567,216.99627685546875,228.45899963378906,0.9999818801879883,497.8908386230469,157.5081024169922,0.9999833106994629,535.8444213867188,289.2874450683594,0.9987915754318237,591.7295532226562,283.3930969238281,0.9998942613601685
37,143.69297790527344,226.9033966064453,0.9999980926513672,216.9663848876953,228.4117431640625,0.9999773502349854,497.873291015625,157.4472198486328,0.9999846816062927,535.375244140625,289.4132385253906,0.9988464117050171,591.7030639648438,283.4433898925781,0.999910831451416
38,143.60897827148438,226.7750244140625,0.9999982118606567,217.06454467773438,228.56161499023438,0.9999807476997375,497.7896728515625,157.5349884033203,0.9999852180480957,535.8923950195312,289.5243835449219,0.9988752603530884,591.7588500976562,283.5509948730469,0.999889075756073
39,143.66647338867188,226.77523803710938,0.9999983310699463,217.23416137695312,228.57244873046875,0.9999827742576599,497.93829345703125,157.4849090576172,0.9999850988388062,535.986328125,289.3946533203125,0.9987790584564209,591.7107543945312,283.4549560546875,0.9998857975006104
40,143.7139129638672,226.7777099609375,0.9999982118606567,217.0933837890625,228.56008911132812,0.9999799728393555,497.7945251464844,157.4297637939453,0.9999850392341614,535.084716796875,289.5388488769531,0.998900294303894,591.7056274414062,283.4869384765625,0.999905526638031
41,143.7572479248047,226.76992797851562,0.9999982118606567,217.1502227783203,228.51451110839844,0.9999829530715942,497.92047119140625,157.55738830566406,0.999984085559845,535.7237548828125,289.416748046875,0.9987934827804565,591.6612548828125,283.6885986328125,0.9998782873153687
42,143.77438354492188,226.8811798095703,0.9999983310699463,217.12799072265625,228.50965881347656,0.9999821186065674,497.9853515625,157.4401397705078,0.9999834895133972,536.1278076171875,289.2986145019531,0.9986681938171387,591.7765502929688,283.5163269042969,0.9998828172683716
43,143.90164184570312,226.90151977539062,0.9999980926513672,217.25205993652344,228.63417053222656,0.9999800324440002,498.0293884277344,157.588134765625,0.9999845027923584,535.9295654296875,289.43341064453125,0.9986605644226074,591.7697143554688,283.4444274902344,0.9999055862426758
44,143.83518981933594,226.8925323486328,0.9999983906745911,217.2106170654297,228.5315399169922,0.9999836683273315,498.10955810546875,157.6111297607422,0.9999850988388062,536.1334838867188,289.33245849609375,0.9987461566925049,591.8598022460938,283.59197998046875,0.9998786449432373
45,143.7936553955078,226.95709228515625,0.9999983310699463,217.0203399658203,228.52284240722656,0.9999850392341614,498.0950927734375,157.57330322265625,0.9999850988388062,535.949462890625,289.3069763183594,0.9987640380859375,591.7434692382812,283.4809265136719,0.9998802542686462
46,143.83106994628906,226.89511108398438,0.9999983310699463,216.6226806640625,228.50213623046875,0.9999848008155823,497.87274169921875,157.5170135498047,0.9999841451644897,535.5826416015625,289.33648681640625,0.9987869262695312,591.78271484375,283.47723388671875,0.9999101161956787
47,143.8314971923828,226.92977905273438,0.9999984502792358,216.7299346923828,228.5636749267578,0.999985933303833,497.9011535644531,157.50381469726562,0.9999862909317017,536.0130004882812,289.3974914550781,0.9988137483596802,591.8447875976562,283.5694274902344,0.999887228012085
48,143.77383422851562,226.74813842773438,0.9999982714653015,216.52755737304688,228.48236083984375,0.999988317489624,497.9493103027344,157.59890747070312,0.9999839067459106,535.9135131835938,289.2597961425781,0.9987857341766357,591.7632446289062,283.39593505859375,0.9998831152915955
49,143.90234375,226.7100830078125,0.9999980926513672,216.75050354003906,228.670166015625,0.999984860420227,497.9400939941406,157.5734405517578,0.9999858140945435,535.5521240234375,289.37249755859375,0.9987726211547852,591.8504028320312,283.4556884765625,0.9999033212661743
50,144.06187438964844,226.7657470703125,0.9999980926513672,216.96836853027344,228.56561279296875,0.9999839663505554,498.1889343261719,157.67709350585938,0.999983549118042,536.2421875,289.3052978515625,0.9985976219177246,591.9620361328125,283.56158447265625,0.9998777508735657
51,144.1081085205078,226.8806610107422,0.9999982118606567,216.98268127441406,228.6663055419922,0.9999825954437256,498.1436462402344,157.66294860839844,0.9999869465827942,535.8198852539062,289.2397155761719,0.9988186955451965,591.7848510742188,283.4307556152344,0.9998906850814819
52,144.1963653564453,226.852294921875,0.9999977350234985,217.10977172851562,228.63424682617188,0.9999796152114868,498.0870666503906,157.6559295654297,0.9999852180480957,536.017333984375,289.3431091308594,0.9986302852630615,591.8744506835938,283.37030029296875,0.9998996257781982
53,144.2250518798828,226.95420837402344,0.9999979138374329,217.1958465576172,228.6865234375,0.999980092048645,498.2587890625,157.7343292236328,0.999984860420227,536.1749877929688,289.1741943359375,0.9985901713371277,591.8649291992188,283.53271484375,0.9998746514320374
54,144.247314453125,226.9700469970703,0.9999976754188538,217.1466522216797,228.68994140625,0.9999796152114868,498.3241882324219,157.670166015625,0.9999834299087524,535.580078125,289.0392761230469,0.9988863468170166,591.6907958984375,283.2778625488281,0.9998897910118103
55,144.4249267578125,226.978759765625,0.9999970197677612,217.02952575683594,228.52114868164062,0.9999788403511047,498.0379638671875,157.61962890625,0.999985933303833,536.1478271484375,288.7405090332031,0.9985918998718262,591.88525390625,283.1864929199219,0.9998973608016968
56,144.51953125,227.04173278808594,0.9999972581863403,216.9311065673828,228.56109619140625,0.9999789595603943,498.10394287109375,157.68377685546875,0.9999843835830688,535.9111938476562,288.23370361328125,0.9985393285751343,592.0361938476562,282.9062194824219,0.9998313784599304
57,144.5766143798828,227.10610961914062,0.9999973177909851,217.0989532470703,228.537841796875,0.9999785423278809,498.3915100097656,157.60643005371094,0.99998539686203,535.6048583984375,287.739990234375,0.9987790584564209,592.0322875976562,282.5393371582031,0.9998431205749512
58,144.5829315185547,227.02130126953125,0.9999972581863403,217.1829071044922,228.75128173828125,0.9999772906303406,498.2496337890625,157.72567749023438,0.99998539686203,535.5303344726562,287.5491027832031,0.9986838102340698,592.2177124023438,282.4570617675781,0.9998694062232971
59,144.54446411132812,226.92384338378906,0.9999972581863403,217.30438232421875,228.69808959960938,0.9999762773513794,498.3392333984375,157.7598114013672,0.9999840259552002,536.1581420898438,287.5392150878906,0.9984241724014282,592.4515991210938,282.4190673828125,0.9998281598091125
60,144.39633178710938,227.13597106933594,0.9999972581863403,217.25387573242188,228.53482055664062,0.999975860118866,498.26226806640625,157.72293090820312,0.9999847412109375,535.4943237304688,287.605712890625,0.9987825155258179,592.2030639648438,282.5982666015625,0.9998575448989868
61,144.4129638671875,227.05491638183594,0.9999970197677612,217.11660766601562,228.65185546875,0.9999771118164062,498.23077392578125,157.68124389648438,0.9999847412109375,534.8351440429688,287.34503173828125,0.9988144636154175,591.7805786132812,282.82781982421875,0.9998712539672852
62,144.43716430664062,227.1572265625,0.9999972581863403,217.25173950195312,228.69989013671875,0.9999812841415405,498.3619384765625,157.73712158203125,0.9999858140945435,534.18115234375,287.33648681640625,0.99884033203125,590.4952392578125,282.82147216796875,0.9997363090515137
63,144.3675537109375,227.11868286132812,0.9999972581863403,217.1940460205078,228.57647705078125,0.9999816417694092,498.2530212402344,157.6512451171875,0.9999839067459106,531.7184448242188,287.117431640625,0.9989399909973145,590.1792602539062,283.04864501953125,0.9997801780700684
64,144.3604278564453,226.85537719726562,0.9999967813491821,217.17434692382812,228.9343719482422,0.9999758005142212,498.2287902832031,157.7499237060547,0.9999842643737793,529.8949584960938,286.7776794433594,0.9984656572341919,588.2676391601562,283.0848388671875,0.9997684359550476
65,144.40296936035156,226.74783325195312,0.9999973773956299,217.47793579101562,228.87548828125,0.9999809265136719,498.34832763671875,157.7763214111328,0.999984622001648,528.1240844726562,286.0262756347656,0.9980754852294922,584.984130859375,281.67010498046875,0.9997861385345459
66,144.2861785888672,226.7813720703125,0.9999977350234985,217.29559326171875,228.67942810058594,0.9999840259552002,498.2607116699219,157.737548828125,0.9999822378158569,524.6331176757812,285.7393798828125,0.9986647367477417,580.9885864257812,282.29681396484375,0.9999239444732666
67,144.27493286132812,226.60818481445312,0.9999974966049194,217.06494140625,228.60691833496094,0.9999826550483704,498.21966552734375,157.67897033691406,0.999985933303833,518.18701171875,286.0434265136719,0.9987401962280273,575.2686767578125,282.65277099609375,0.9997476935386658
68,144.2972412109375,226.7373046875,0.9999979138374329,217.1623077392578,228.47927856445312,0.9999855756759644,498.2125244140625,157.6903533935547,0.9999836683273315,513.0682373046875,286.00445556640625,0.9977790713310242,570.19091796875,282.22332763671875,0.9995895624160767
69,144.29103088378906,226.7438507080078,0.9999980926513672,217.00430297851562,228.3123321533203,0.999987781047821,498.2978210449219,157.7270965576172,0.9999839663505554,505.0242004394531,286.3564758300781,0.9982646703720093,562.9741821289062,283.1244812011719,0.9999046325683594
70,144.23782348632812,226.6864776611328,0.9999980926513672,217.18075561523438,228.51783752441406,0.9999864101409912,498.13641357421875,157.67250061035156,0.9999847412109375,496.82666015625,287.16552734375,0.9981412887573242,556.0194091796875,283.687255859375,0.9995408058166504
71,144.12893676757812,226.74473571777344,0.9999984502792358,217.107177734375,228.47645568847656,0.9999885559082031,498.335205078125,157.74815368652344,0.9999839067459106,488.9434509277344,287.25152587890625,0.9988387823104858,546.80126953125,284.4004821777344,0.9998959302902222
72,144.12937927246094,226.7019805908203,0.9999983310699463,216.97694396972656,228.4223175048828,0.9999890923500061,498.3284912109375,157.69419860839844,0.999983549118042,480.23828125,288.5575256347656,0.998932957649231,538.7628784179688,285.49505615234375,0.9995373487472534
73,144.24462890625,226.66119384765625,0.9999982118606567,216.86163330078125,228.4471893310547,0.9999868869781494,498.07843017578125,157.6896209716797,0.9999862313270569,475.2657470703125,288.2452392578125,0.9991142153739929,531.0413818359375,286.2052917480469,0.9999295473098755
74,144.2628936767578,226.73475646972656,0.9999984502792358,216.80661010742188,228.37733459472656,0.9999896287918091,498.1534729003906,157.7395477294922,0.9999827146530151,466.7589111328125,289.3731689453125,0.9991247653961182,524.0695190429688,286.6156921386719,0.9995448589324951
75,144.27279663085938,226.75961303710938,0.9999979734420776,216.82728576660156,228.30728149414062,0.9999877214431763,498.28582763671875,157.68801879882812,0.999983549118042,460.4361267089844,288.6932678222656,0.9991732835769653,514.3236083984375,286.5680236816406,0.9999456405639648
76,144.31956481933594,226.66297912597656,0.999998152256012,216.7984619140625,228.37245178222656,0.9999861717224121,497.9385070800781,157.651123046875,0.9999854564666748,449.9541015625,289.2148132324219,0.9991142749786377,508.42938232421875,286.67156982421875,0.9997643232345581
77,144.0955047607422,226.87757873535156,0.9999980926513672,216.9683074951172,228.55319213867188,0.9999886751174927,498.0619812011719,157.67263793945312,0.9999851584434509,439.83111572265625,288.7283020019531,0.9990144968032837,496.9292297363281,285.93792724609375,0.9998763203620911
78,144.10675048828125,226.6855926513672,0.9999982118606567,216.9134521484375,228.2471160888672,0.9999884963035583,498.17431640625,157.64894104003906,0.9999849796295166,428.3448791503906,287.4330749511719,0.9992589950561523,486.8607482910156,284.82916259765625,0.9999333620071411
79,144.07577514648438,226.5991973876953,0.9999979734420776,216.7465057373047,228.49105834960938,0.9999886751174927,497.90350341796875,157.65435791015625,0.9999858140945435,414.12799072265625,285.9671936035156,0.9985405206680298,474.5432434082031,283.0253601074219,0.9996823072433472
80,144.1217498779297,226.7758331298828,0.9999979734420776,216.7812957763672,228.27357482910156,0.9999898672103882,498.021240234375,157.7598114013672,0.9999845623970032,400.5255432128906,285.24237060546875,0.9986963272094727,461.3536376953125,282.1457824707031,0.9998177289962769
81,143.98460388183594,226.6351776123047,0.9999978542327881,216.84536743164062,228.0653839111328,0.9999872446060181,498.1629943847656,157.65185546875,0.9999868869781494,385.3468933105469,283.09478759765625,0.9990307092666626,445.2486267089844,281.2279357910156,0.9999359846115112
82,144.1907958984375,226.66424560546875,0.9999969601631165,217.0279998779297,228.0476837158203,0.9999858140945435,497.8416748046875,157.61358642578125,0.9999864101409912,366.9794006347656,281.41607666015625,0.9978681802749634,429.47198486328125,278.96234130859375,0.9999691843986511
83,144.23284912109375,226.87013244628906,0.9999977946281433,217.12533569335938,228.25302124023438,0.9999873638153076,498.03240966796875,157.6638946533203,0.9999862909317017,351.1935119628906,278.1419982910156,0.9986569881439209,413.88568115234375,274.2611999511719,0.999962329864502
84,144.20474243164062,226.67630004882812,0.9999975562095642,217.32620239257812,228.06170654296875,0.9999860525131226,498.1035461425781,157.72125244140625,0.9999867677688599,333.4919738769531,273.07135009765625,0.9991002082824707,396.1076965332031,270.1816711425781,0.9996949434280396
85,144.23350524902344,226.5696258544922,0.9999960064888,217.31582641601562,228.35218811035156,0.9999870657920837,497.9354248046875,157.73179626464844,0.9999867081642151,315.5341796875,268.609375,0.9989382028579712,379.87615966796875,265.25262451171875,0.9999107718467712
86,144.31080627441406,226.97451782226562,0.999997079372406,217.59454345703125,228.80123901367188,0.999987006187439,498.0620422363281,157.74624633789062,0.9999872446060181,295.3412170410156,265.756591796875,0.998586893081665,359.45166015625,259.3652648925781,0.9999444484710693
87,144.33724975585938,226.81436157226562,0.9999968409538269,217.6187286376953,229.44993591308594,0.9999825954437256,498.1576843261719,157.78016662597656,0.999987006187439,279.8020324707031,258.68115234375,0.9978388547897339,343.4209899902344,253.055419921875,0.9998350739479065
88,144.4207000732422,226.6856689453125,0.999994158744812,217.81370544433594,228.9211883544922,0.9999585151672363,497.99798583984375,157.84381103515625,0.9999890923500061,262.7140808105469,252.13209533691406,0.9935194253921509,324.46661376953125,247.2910614013672,0.9999738335609436
89,144.41314697265625,226.5530548095703,0.9999920129776001,218.52049255371094,228.5652313232422,0.9998868107795715,497.90924072265625,157.736328125,0.999988317489624,251.26409912109375,245.96682739257812,0.9781605005264282,307.0378723144531,239.3604278564453,0.99983149766922
90,143.8384552001953,226.21453857421875,0.9999914169311523,215.67869567871094,228.0634765625,0.9984880089759827,498.0025329589844,157.80038452148438,0.999987006187439,241.0197296142578,240.2379608154297,0.9165616035461426,289.7137756347656,233.2891387939453,0.9999568462371826
91,142.62149047851562,226.0750274658203,0.9999655485153198,212.2620391845703,222.18751525878906,0.12697705626487732,497.9804382324219,157.7982177734375,0.9999889135360718,214.28790283203125,237.16172790527344,0.9274606108665466,274.6863098144531,225.21058654785156,0.9998513460159302
92,142.9776611328125,225.71969604492188,0.9697780609130859,220.7064971923828,234.73179626464844,0.9953972101211548,497.96722412109375,157.80609130859375,0.9999890327453613,212.3238067626953,223.02755737304688,0.5377439260482788,259.0829772949219,216.2727508544922,0.999859631061554
93,143.37193298339844,228.05535888671875,0.9267672300338745,217.72689819335938,231.10667419433594,0.9991170167922974,497.94976806640625,157.83226013183594,0.9999871253967285,186.5662841796875,217.36126708984375,0.8484981060028076,246.37063598632812,205.62574768066406,0.9977755546569824
94,145.7972869873047,224.72178649902344,0.9999871850013733,214.4425506591797,228.48480224609375,0.9999164938926697,497.9721374511719,157.7783660888672,0.9999884366989136,90.55277252197266,230.4161834716797,0.9558470249176025,234.38059997558594,196.7893829345703,0.9974955320358276
95,144.0564422607422,223.40896606445312,0.9999916553497314,215.43479919433594,228.9747772216797,0.9999712705612183,497.873779296875,157.8732452392578,0.9999877214431763,172.33233642578125,198.2375030517578,0.9359498620033264,221.85955810546875,186.65040588378906,0.9901162385940552
96,144.60206604003906,225.8000030517578,0.9999798536300659,215.40823364257812,228.0169219970703,0.999947190284729,498.0196533203125,157.81292724609375,0.9999892711639404,158.26492309570312,192.63035583496094,0.9811806678771973,209.73377990722656,178.78794860839844,0.9975978136062622
97,144.1695556640625,225.6856231689453,0.9999657869338989,215.6870880126953,227.67283630371094,0.9999501705169678,497.9281311035156,157.723876953125,0.9999896287918091,149.40292358398438,182.41403198242188,0.9930583238601685,201.0968780517578,168.78404235839844,0.9833605885505676
98,144.33407592773438,225.87013244628906,0.9999841451644897,215.15785217285156,228.6085662841797,0.9999645352363586,497.9048156738281,157.81253051757812,0.9999879598617554,139.7948455810547,175.37098693847656,0.9937392473220825,192.4583740234375,160.65443420410156,0.962489902973175
99,144.36807250976562,225.7691650390625,0.9999922513961792,216.3181915283203,227.38934326171875,0.9999600648880005,497.9519958496094,157.8047637939453,0.9999890327453613,133.69956970214844,165.64776611328125,0.9815341234207153,181.5498046875,149.30166625976562,0.9740949869155884
